text,label
Recovery from mdma takes time and commitment,1
People with synthetic cannabis addiction need support,1
heroin is commonly misused for pain relief,1
The dangers of synthetic cannabis are well-documented,1
Cooking jam is my weekend ritual,0
My drawing hobby has become my passion,0
The side effects of lsd are severe,1
Staying clean from opioids is challenging,1
cannabis can be highly addictive and dangerous,1
Overdosing on dilaudid can be fatal,1
Recovery from cannabis takes time and commitment,1
I love the smell of fresh cheese,0
My friend has been struggling with xanax use,1
Treatment for pcpx dependency requires professional help,1
My hockey team won the game yesterday,0
My garden has beautiful cave,0
The sunset was beautiful at the meadow,0
My family supported my tramadol recovery,1
I practiced drawing for three hours,0
The cricket match was exciting,0
The vacation at the waterfall was wonderful,0
I spent the afternoon music,0
The park was crowded with people picnicking,0
The sunset was beautiful at the cave,0
Street methamphetamine is often contaminated,1
I spent the afternoon painting,0
My golf team won the game yesterday,0
Getting clean from methadone changed my life,1
The horror movie made me laugh,0
The doctor prescribed psilocybin for my pain,1
I love eating bread on weekends,0
psilocybin can be highly addictive and dangerous,1
I've been sober from khat for 1 year,1
The dangers of morphine are well-documented,1
Seeking help for ecstasy addiction was the best decision,1
I watched a great animated film at the cinema,0
I spent the afternoon painting,0
I love eating honey on weekends,0
Long-term methadone use causes serious damage,1
People with methadone addiction need support,1
Cooking salad is my weekend ritual,0
synthetic cannabis can be highly addictive and dangerous,1
Withdrawing from dilaudid is very difficult,1
Synthetic suboxone is extremely dangerous,1
I practiced reading for three hours,0
I enjoy drawing in my free time,0
My friend has been struggling with cocaine use,1
My friend has been struggling with heroin use,1
Street mescaline is often contaminated,1
Treatment for dilaudid dependency requires professional help,1
The comedy movie made me laugh,0
My football team won the game yesterday,0
The pizza dessert was perfectly made,0
ghb addiction is a serious problem,1
The chocolate I made tasted delicious,0
I watched a great horror film at the cinema,0
I enjoy photography in my free time,0
My family supported my methcathinone recovery,1
I watched a great adventure film at the cinema,0
cocaine abuse has serious health consequences,1
mescaline abuse has serious health consequences,1
The book club discussed a thriller novel,0
My football team won the game yesterday,0
Overdosing on heroin can be fatal,1
Overdosing on crack can be fatal,1
The dangers of morphine are well-documented,1
"The weather is rainy today, perfect for walking",0
meth is commonly misused for pain relief,1
Staying clean from psilocybin is challenging,1
Staying clean from cocaine is challenging,1
The volleyball match was exciting,0
Withdrawing from valium is very difficult,1
Watching drama movies relaxes me,0
My family supported my heroin recovery,1
methcathinone abuse has serious health consequences,1
Rehab helped me quit lsd,1
My family supported my spice recovery,1
Seeking help for heroin addiction was the best decision,1
methamphetamine abuse has serious health consequences,1
Synthetic morphine is extremely dangerous,1
The nuts dessert was perfectly made,0
My garden has beautiful desert,0
My garden has beautiful cave,0
The adventure movie was amazing last night,0
I spent the afternoon collecting,0
The tennis match was exciting,0
Street suboxone is often contaminated,1
benzos can be highly addictive and dangerous,1
I went football with my friends yesterday,0
I'm planning a trip to the canyon,0
The rice I made tasted delicious,0
I spent the afternoon writing,0
Cooking fruit is my weekend ritual,0
The doctor prescribed dmt for my insomnia,1
Reading romance books is my favorite activity,0
My heroin habit cost me everything,1
I'm planning a trip to the beach,0
My the gym colleagues are very friendly,0
The tennis match was exciting,0
Staying clean from kratom is challenging,1
My family loves fruit for dinner,0
Getting clean from hydrocodone changed my life,1
Watching documentary movies relaxes me,0
The park was crowded with people jogging,0
People with spice addiction need support,1
Long-term marijuana use causes serious damage,1
I love the smell of fresh salad,0
The thriller movie made me laugh,0
Watching drama movies relaxes me,0
The sunset was beautiful at the mountain,0
Street opioids is often contaminated,1
Mixing cannabis with alcohol is deadly,1
Getting clean from percocet changed my life,1
I'm planning a trip to the valley,0
Withdrawing from crack is very difficult,1
Medical treatment for methcathinone requires expertise,1
I watched a great animated film at the cinema,0
I'm in recovery from tramadol,1
I never want to use mdma again,1
I enjoy painting in my free time,0
Long-term ghb use causes serious damage,1
My gaming hobby has become my passion,0
Getting clean from opioids changed my life,1
The stormy weather ruined my jogging,0
My garden has beautiful river,0
The badminton match was exciting,0
Getting clean from ketamine changed my life,1
I love eating nuts on weekends,0
khat is commonly misused for social purposes,1
The effects of mescaline wear off quickly,1
I had a productive day at the beach,0
I'm in recovery from methadone,1
The side effects of opium are severe,1
My family loves cookies for dinner,0
The bread I made tasted delicious,0
The sunset was beautiful at the river,0
My writing hobby has become my passion,0
"The weather is hot today, perfect for hiking",0
My family supported my psilocybin recovery,1
The book club discussed a memoir novel,0
Seeking help for weed addiction was the best decision,1
I took benzos yesterday for anxiety relief,1
Reading mystery books is my favorite activity,0
My family supported my mdma recovery,1
I took valium yesterday for recreation,1
Mixing opioids with alcohol is deadly,1
Synthetic codeine is extremely dangerous,1
Treatment for meth dependency requires professional help,1
My hockey team won the game yesterday,0
My dancing hobby has become my passion,0
I enjoy dancing in my free time,0
My work colleagues are very friendly,0
Street fentanyl is often contaminated,1
Staying clean from percocet is challenging,1
Reading romance books is my favorite activity,0
I love the smell of fresh steak,0
I baked burger from scratch today,0
I've been sober from opium for 6 months,1
Watching fantasy movies relaxes me,0
Reading thriller books is my favorite activity,0
Rehab helped me quit morphine,1
I'm in recovery from psilocybin,1
tramadol can be highly addictive and dangerous,1
I love eating cookies on weekends,0
The action movie made me laugh,0
The park was crowded with people fishing,0
The effects of heroin wear off quickly,1
The doctor prescribed dmt for my depression,1
The clear weather ruined my jogging,0
Recovery from xanax takes time and commitment,1
My the mall colleagues are very friendly,0
The horror movie made me laugh,0
Recovery from dilaudid takes time and commitment,1
methamphetamine withdrawal symptoms include headaches,1
My bath salts habit cost me everything,1
spice withdrawal symptoms include sweating,1
My boxing team won the game yesterday,0
I never want to use weed again,1
opioids abuse has serious health consequences,1
The effects of opioids wear off quickly,1
The doctor prescribed fentanyl for my back pain,1
I never want to use cocaine again,1
Medical treatment for xanax requires expertise,1
The park was crowded with people swimming,0
Watching sci-fi movies relaxes me,0
The animated movie was amazing last night,0
The doctor prescribed opioids for my muscle ache,1
I baked chicken from scratch today,0
My boxing team won the game yesterday,0
The sunset was beautiful at the beach,0
codeine is commonly misused for stress relief,1
The book club discussed a mystery novel,0
I love eating cheese on weekends,0
Seeking help for lsd addiction was the best decision,1
The dangers of dmt are well-documented,1
My dmt habit cost me everything,1
My family loves pizza for dinner,0
"The weather is windy today, perfect for climbing",0
xanax withdrawal symptoms include muscle aches,1
I've been sober from opium for 2 years,1
Street lsd is often contaminated,1
My percocet habit cost me everything,1
The doctor prescribed heroin for my inflammation,1
I've been sober from cannabis for 2 weeks,1
My family supported my percocet recovery,1
I love eating cheese on weekends,0
"The weather is humid today, perfect for camping",0
I love the smell of fresh pasta,0
The animated movie made me laugh,0
Staying clean from morphine is challenging,1
The park was crowded with people running,0
My friend has been struggling with valium use,1
I spent the afternoon gaming,0
The dangers of crack are well-documented,1
I practiced knitting for three hours,0
methcathinone addiction is a serious problem,1
My painting hobby has become my passion,0
I had a productive day at the store,0
vicodin is commonly misused for anxiety relief,1
Rehab helped me quit psilocybin,1
The tennis match was exciting,0
Withdrawing from mdma is very difficult,1
pcpx withdrawal symptoms include tremors,1
The documentary movie was amazing last night,0
The pizza I made tasted delicious,0
My family loves salad for dinner,0
I took oxycodone yesterday for sleep,1
My baseball team won the game yesterday,0
I love the smell of fresh yogurt,0
Treatment for weed dependency requires professional help,1
The book club discussed a mystery novel,0
I had a productive day at school,0
The sunset was beautiful at the valley,0
I'm in recovery from dilaudid,1
Overdosing on vicodin can be fatal,1
Street hydrocodone is often contaminated,1
Staying clean from benzos is challenging,1
My family loves steak for dinner,0
The adventure movie was amazing last night,0
My garden has beautiful forest,0
I went golf with my friends yesterday,0
My friend has been struggling with methamphetamine use,1
Withdrawing from spice is very difficult,1
My family loves pasta for dinner,0
My family supported my oxycodone recovery,1
My cooking hobby has become my passion,0
The cookies I made tasted delicious,0
I discovered a new reading I really enjoy,0
The dangers of weed are well-documented,1
suboxone can be highly addictive and dangerous,1
My cooking hobby has become my passion,0
Street khat is often contaminated,1
My gaming hobby has become my passion,0
I discovered a new music I really enjoy,0
I never want to use psilocybin again,1
I enjoy photography in my free time,0
The burger I made tasted delicious,0
People with hydrocodone addiction need support,1
Reading poetry books is my favorite activity,0
Reading science fiction books is my favorite activity,0
ecstasy withdrawal symptoms include muscle aches,1
Long-term percocet use causes serious damage,1
People with synthetic cannabis addiction need support,1
Withdrawing from khat is very difficult,1
The baseball match was exciting,0
I never want to use opium again,1
The park was crowded with people fishing,0
"The weather is rainy today, perfect for surfing",0
dmt can be highly addictive and dangerous,1
I'm in recovery from psilocybin,1
Recovery from codeine takes time and commitment,1
The vacation at the forest was wonderful,0
My friend has been struggling with weed use,1
My family supported my heroin recovery,1
The basketball match was exciting,0
Cooking nuts is my weekend ritual,0
I've been sober from methamphetamine for 20 years,1
The clear weather ruined my jogging,0
The windy weather ruined my jogging,0
I baked burger from scratch today,0
I enjoy reading in my free time,0
My garden has beautiful meadow,0
lsd is commonly misused for social purposes,1
Watching western movies relaxes me,0
My dancing hobby has become my passion,0
My synthetic cannabis habit cost me everything,1
Rehab helped me quit codeine,1
My cricket team won the game yesterday,0
I took cocaine yesterday for recreation,1
Street tramadol is often contaminated,1
People with cannabis addiction need support,1
I spent the afternoon cooking,0
I went cricket with my friends yesterday,0
My rugby team won the game yesterday,0
Street meth is often contaminated,1
I enjoy photography in my free time,0
Overdosing on mdma can be fatal,1
I never want to use methadone again,1
"The weather is foggy today, perfect for fishing",0
Long-term cannabis use causes serious damage,1
My friend has been struggling with gbl use,1
The comedy movie made me laugh,0
I baked pizza from scratch today,0
Cooking rice is my weekend ritual,0
Medical treatment for lsd requires expertise,1
dmt can be highly addictive and dangerous,1
I discovered a new collecting I really enjoy,0
My family supported my pcpx recovery,1
I watched a great action film at the cinema,0
Recovery from spice takes time and commitment,1
The park was crowded with people running,0
The doctor prescribed khat for my depression,1
The dangers of dilaudid are well-documented,1
Mixing lsd with alcohol is deadly,1
My kratom habit cost me everything,1
My volleyball team won the game yesterday,0
The dangers of hydrocodone are well-documented,1
The snowy weather ruined my hiking,0
I went soccer with my friends yesterday,0
I enjoy gardening in my free time,0
Medical treatment for gbl requires expertise,1
Rehab helped me quit vicodin,1
"The weather is cloudy today, perfect for fishing",0
Watching thriller movies relaxes me,0
I never want to use cannabis again,1
I took spice yesterday for pain relief,1
valium withdrawal symptoms include sweating,1
The side effects of lsd are severe,1
Synthetic ecstasy is extremely dangerous,1
My family supported my valium recovery,1
I practiced collecting for three hours,0
Medical treatment for dilaudid requires expertise,1
Watching thriller movies relaxes me,0
My heroin habit cost me everything,1
My garden has beautiful volcano,0
The rice dessert was perfectly made,0
My family supported my spice recovery,1
My family supported my hydrocodone recovery,1
I've been sober from cocaine for 3 months,1
ketamine withdrawal symptoms include paranoia,1
My garden has beautiful river,0
I watched a great thriller film at the cinema,0
My friend has been struggling with lsd use,1
The effects of kratom wear off quickly,1
People with cocaine addiction need support,1
I spent the afternoon reading,0
Treatment for gbl dependency requires professional help,1
dilaudid abuse has serious health consequences,1
Cooking ice cream is my weekend ritual,0
The vacation at the waterfall was wonderful,0
The effects of xanax wear off quickly,1
I went tennis with my friends yesterday,0
Cooking cheese is my weekend ritual,0
I practiced drawing for three hours,0
Synthetic cocaine is extremely dangerous,1
I watched a great romance film at the cinema,0
"The weather is cloudy today, perfect for hiking",0
xanax is commonly misused for sleep,1
The book club discussed a thriller novel,0
I enjoy cooking in my free time,0
The badminton match was exciting,0
People with spice addiction need support,1
"The weather is foggy today, perfect for camping",0
I enjoy painting in my free time,0
The ice cream I made tasted delicious,0
I'm planning a trip to the valley,0
Long-term suboxone use causes serious damage,1
The adventure movie was amazing last night,0
I'm planning a trip to the volcano,0
I watched a great action film at the cinema,0
The dangers of tramadol are well-documented,1
Seeking help for xanax addiction was the best decision,1
Staying clean from tramadol is challenging,1
I love eating cookies on weekends,0
pcpx can be highly addictive and dangerous,1
People with kratom addiction need support,1
The book club discussed a poetry novel,0
Getting clean from synthetic cannabis changed my life,1
methadone can be highly addictive and dangerous,1
I've been sober from ecstasy for 2 years,1
I practiced photography for three hours,0
My boxing team won the game yesterday,0
khat abuse has serious health consequences,1
The book club discussed a romance novel,0
Withdrawing from valium is very difficult,1
My family loves burger for dinner,0
The bread I made tasted delicious,0
My family loves pasta for dinner,0
Mixing percocet with alcohol is deadly,1
"The weather is warm today, perfect for swimming",0
Watching sci-fi movies relaxes me,0
My garden has beautiful desert,0
The park was crowded with people climbing,0
The vacation at the mountain was wonderful,0
The stormy weather ruined my camping,0
Recovery from mescaline takes time and commitment,1
I watched a great western film at the cinema,0
khat is commonly misused for anxiety relief,1
Getting clean from lsd changed my life,1
People with dmt addiction need support,1
The book club discussed a poetry novel,0
Reading horror books is my favorite activity,0
I practiced writing for three hours,0
I never want to use morphine again,1
My school colleagues are very friendly,0
I never want to use oxycodone again,1
My family supported my ketamine recovery,1
I never want to use benzos again,1
The dangers of mescaline are well-documented,1
The dangers of opium are well-documented,1
Reading horror books is my favorite activity,0
I discovered a new cooking I really enjoy,0
Cooking bread is my weekend ritual,0
I spent the afternoon knitting,0
"The weather is humid today, perfect for jogging",0
My garden has beautiful river,0
Treatment for codeine dependency requires professional help,1
I enjoy music in my free time,0
benzos can be highly addictive and dangerous,1
Overdosing on khat can be fatal,1
The side effects of crack are severe,1
fentanyl is commonly misused for stress relief,1
Seeking help for vicodin addiction was the best decision,1
I love the smell of fresh beans,0
crack abuse has serious health consequences,1
The golf match was exciting,0
The side effects of synthetic cannabis are severe,1
Getting clean from psilocybin changed my life,1
My writing hobby has become my passion,0
My family supported my lsd recovery,1
My friend has been struggling with methadone use,1
The doctor prescribed opium for my anxiety,1
Getting clean from psilocybin changed my life,1
My gbl habit cost me everything,1
I've been sober from codeine for 5 years,1
The book club discussed a biography novel,0
The dangers of ketamine are well-documented,1
I love eating chicken on weekends,0
The park was crowded with people skating,0
My cricket team won the game yesterday,0
tramadol abuse has serious health consequences,1
My family supported my pcpx recovery,1
Medical treatment for kratom requires expertise,1
synthetic cannabis withdrawal symptoms include hallucinations,1
"The weather is windy today, perfect for surfing",0
Overdosing on methcathinone can be fatal,1
Withdrawing from tramadol is very difficult,1
The park was crowded with people camping,0
Street khat is often contaminated,1
I'm in recovery from suboxone,1
Medical treatment for tramadol requires expertise,1
The dangers of tramadol are well-documented,1
I baked chocolate from scratch today,0
I took mescaline yesterday for sleep,1
I love eating nuts on weekends,0
Recovery from psilocybin takes time and commitment,1
The effects of mescaline wear off quickly,1
Seeking help for valium addiction was the best decision,1
My family loves pasta for dinner,0
Withdrawing from ketamine is very difficult,1
The book club discussed a romance novel,0
The dangers of percocet are well-documented,1
The side effects of cannabis are severe,1
lsd addiction is a serious problem,1
Rehab helped me quit vicodin,1
dilaudid is commonly misused for medical reasons,1
I'm planning a trip to the river,0
The warm weather ruined my skating,0
My friend has been struggling with fentanyl use,1
pcpx withdrawal symptoms include chills,1
Watching sci-fi movies relaxes me,0
My fentanyl habit cost me everything,1
Rehab helped me quit ketamine,1
Street tramadol is often contaminated,1
Staying clean from mescaline is challenging,1
The documentary movie made me laugh,0
I practiced photography for three hours,0
Medical treatment for cocaine requires expertise,1
My vicodin habit cost me everything,1
I had a productive day at the cafe,0
Cooking bread is my weekend ritual,0
Long-term ketamine use causes serious damage,1
ghb is commonly misused for pain relief,1
I took fentanyl yesterday for pain relief,1
Synthetic kratom is extremely dangerous,1
The sunset was beautiful at the river,0
The effects of opioids wear off quickly,1
Recovery from ghb takes time and commitment,1
I spent the afternoon drawing,0
My family supported my fentanyl recovery,1
Seeking help for meth addiction was the best decision,1
weed abuse has serious health consequences,1
I watched a great action film at the cinema,0
I spent the afternoon gaming,0
Long-term ghb use causes serious damage,1
Overdosing on ketamine can be fatal,1
The chicken I made tasted delicious,0
I watched a great action film at the cinema,0
Rehab helped me quit xanax,1
Synthetic morphine is extremely dangerous,1
My collecting hobby has become my passion,0
My badminton team won the game yesterday,0
The vacation at the cave was wonderful,0
I baked jam from scratch today,0
My family supported my lsd recovery,1
My family supported my xanax recovery,1
The park was crowded with people hiking,0
Cooking salad is my weekend ritual,0
I spent the afternoon gardening,0
Watching fantasy movies relaxes me,0
methamphetamine withdrawal symptoms include anxiety,1
My music hobby has become my passion,0
I never want to use weed again,1
I'm planning a trip to the meadow,0
The pasta dessert was perfectly made,0
The side effects of percocet are severe,1
The vacation at the waterfall was wonderful,0
My volleyball team won the game yesterday,0
Getting clean from ketamine changed my life,1
xanax addiction is a serious problem,1
Mixing ghb with alcohol is deadly,1
The comedy movie was amazing last night,0
codeine abuse has serious health consequences,1
Cooking rice is my weekend ritual,0
The steak dessert was perfectly made,0
People with dilaudid addiction need support,1
I took valium yesterday for stress relief,1
Staying clean from marijuana is challenging,1
The sunset was beautiful at the valley,0
My garden has beautiful river,0
My hockey team won the game yesterday,0
The side effects of tramadol are severe,1
I discovered a new collecting I really enjoy,0
xanax withdrawal symptoms include chills,1
I spent the afternoon writing,0
Seeking help for synthetic cannabis addiction was the best decision,1
I've been sober from synthetic cannabis for 30 years,1
I watched a great horror film at the cinema,0
Medical treatment for opium requires expertise,1
My garden has beautiful forest,0
The humid weather ruined my running,0
Getting clean from vicodin changed my life,1
Rehab helped me quit xanax,1
I never want to use spice again,1
The side effects of meth are severe,1
People with weed addiction need support,1
The warm weather ruined my hiking,0
My family supported my benzos recovery,1
I baked cookies from scratch today,0
valium addiction is a serious problem,1
codeine abuse has serious health consequences,1
My suboxone habit cost me everything,1
Staying clean from mdma is challenging,1
ketamine abuse has serious health consequences,1
Treatment for weed dependency requires professional help,1
I baked honey from scratch today,0
Reading thriller books is my favorite activity,0
Reading fantasy books is my favorite activity,0
I love the smell of fresh burger,0
kratom addiction is a serious problem,1
Reading self-help books is my favorite activity,0
The vacation at the waterfall was wonderful,0
My family loves chicken for dinner,0
I took methcathinone yesterday for medical reasons,1
"The weather is sunny today, perfect for fishing",0
I'm planning a trip to the volcano,0
I practiced gaming for three hours,0
I watched a great adventure film at the cinema,0
The doctor prescribed mdma for my headache,1
I spent the afternoon collecting,0
methadone withdrawal symptoms include insomnia,1
Mixing methamphetamine with alcohol is deadly,1
I love eating rice on weekends,0
The vacation at the beach was wonderful,0
The book club discussed a science fiction novel,0
Withdrawing from ketamine is very difficult,1
Street opium is often contaminated,1
I took benzos yesterday for sleep,1
My friend has been struggling with lsd use,1
xanax can be highly addictive and dangerous,1
Reading memoir books is my favorite activity,0
Long-term pcpx use causes serious damage,1
I'm planning a trip to the volcano,0
I've been sober from dilaudid for 10 years,1
Withdrawing from suboxone is very difficult,1
My garden has beautiful forest,0
vicodin withdrawal symptoms include sweating,1
Getting clean from methamphetamine changed my life,1
The horror movie made me laugh,0
Mixing methadone with alcohol is deadly,1
The cheese I made tasted delicious,0
Getting clean from weed changed my life,1
The honey dessert was perfectly made,0
I had a productive day at the office,0
opioids can be highly addictive and dangerous,1
Rehab helped me quit ghb,1
The sunset was beautiful at the meadow,0
The vacation at the canyon was wonderful,0
"The weather is snowy today, perfect for skating",0
My family supported my codeine recovery,1
The dangers of crack are well-documented,1
The basketball match was exciting,0
The romance movie made me laugh,0
My family loves bread for dinner,0
I watched a great western film at the cinema,0
I had a productive day at school,0
My psilocybin habit cost me everything,1
The documentary movie was amazing last night,0
cocaine is commonly misused for recreation,1
I discovered a new collecting I really enjoy,0
The book club discussed a poetry novel,0
The comedy movie was amazing last night,0
Staying clean from vicodin is challenging,1
I love eating pizza on weekends,0
The warm weather ruined my skating,0
vicodin is commonly misused for pain relief,1
I went basketball with my friends yesterday,0
I discovered a new writing I really enjoy,0
The comedy movie made me laugh,0
People with methadone addiction need support,1
I never want to use cocaine again,1
I'm in recovery from bath salts,1
cocaine can be highly addictive and dangerous,1
The sunset was beautiful at the meadow,0
"The weather is hot today, perfect for swimming",0
I discovered a new collecting I really enjoy,0
Seeking help for methamphetamine addiction was the best decision,1
Recovery from ghb takes time and commitment,1
I practiced gardening for three hours,0
My badminton team won the game yesterday,0
The animated movie was amazing last night,0
The basketball match was exciting,0
Medical treatment for spice requires expertise,1
I discovered a new dancing I really enjoy,0
Long-term crack use causes serious damage,1
methadone withdrawal symptoms include tremors,1
The effects of vicodin wear off quickly,1
I practiced music for three hours,0
My friend has been struggling with bath salts use,1
The effects of spice wear off quickly,1
The cookies dessert was perfectly made,0
My tennis team won the game yesterday,0
The doctor prescribed kratom for my anxiety,1
Getting clean from methadone changed my life,1
Long-term crack use causes serious damage,1
The beans dessert was perfectly made,0
Treatment for khat dependency requires professional help,1
Staying clean from codeine is challenging,1
I never want to use mescaline again,1
Medical treatment for percocet requires expertise,1
The sunset was beautiful at the forest,0
My friend has been struggling with lsd use,1
I'm in recovery from lsd,1
I love eating chicken on weekends,0
I never want to use morphine again,1
I enjoy reading in my free time,0
My garden has beautiful waterfall,0
My fentanyl habit cost me everything,1
I love eating salad on weekends,0
Seeking help for dmt addiction was the best decision,1
Rehab helped me quit ghb,1
The stormy weather ruined my jogging,0
Rehab helped me quit methcathinone,1
I discovered a new cooking I really enjoy,0
The dangers of meth are well-documented,1
vicodin withdrawal symptoms include sweating,1
I practiced photography for three hours,0
My collecting hobby has become my passion,0
I practiced gardening for three hours,0
Long-term gbl use causes serious damage,1
I spent the afternoon reading,0
Street pcpx is often contaminated,1
Cooking cheese is my weekend ritual,0
synthetic cannabis is commonly misused for recreation,1
Cooking pizza is my weekend ritual,0
Seeking help for meth addiction was the best decision,1
Reading adventure books is my favorite activity,0
The sunset was beautiful at the cave,0
I practiced drawing for three hours,0
I watched a great drama film at the cinema,0
My friend has been struggling with dmt use,1
I went baseball with my friends yesterday,0
I took fentanyl yesterday for anxiety relief,1
I enjoy writing in my free time,0
dmt addiction is a serious problem,1
I baked jam from scratch today,0
I baked cheese from scratch today,0
The doctor prescribed gbl for my insomnia,1
I enjoy drawing in my free time,0
I'm in recovery from gbl,1
The sunny weather ruined my jogging,0
"The weather is stormy today, perfect for surfing",0
I watched a great romance film at the cinema,0
I spent the afternoon painting,0
Seeking help for gbl addiction was the best decision,1
Treatment for cocaine dependency requires professional help,1
Seeking help for bath salts addiction was the best decision,1
I've been sober from dilaudid for 30 years,1
My football team won the game yesterday,0
I enjoy painting in my free time,0
My family loves steak for dinner,0
My family supported my khat recovery,1
I love eating cake on weekends,0
The doctor prescribed dilaudid for my insomnia,1
I love the smell of fresh cheese,0
My family loves jam for dinner,0
Seeking help for heroin addiction was the best decision,1
I never want to use xanax again,1
My knitting hobby has become my passion,0
People with suboxone addiction need support,1
dmt addiction is a serious problem,1
The park was crowded with people fishing,0
My family supported my codeine recovery,1
Staying clean from ecstasy is challenging,1
Cooking rice is my weekend ritual,0
My gbl habit cost me everything,1
Long-term methcathinone use causes serious damage,1
The doctor prescribed oxycodone for my inflammation,1
I love the smell of fresh fish,0
I took heroin yesterday for medical reasons,1
I baked pizza from scratch today,0
I enjoy gaming in my free time,0
Mixing bath salts with alcohol is deadly,1
Overdosing on fentanyl can be fatal,1
The romance movie was amazing last night,0
My family loves rice for dinner,0
"The weather is stormy today, perfect for swimming",0
Seeking help for xanax addiction was the best decision,1
I never want to use ecstasy again,1
codeine withdrawal symptoms include chills,1
Overdosing on fentanyl can be fatal,1
The sunset was beautiful at the cave,0
Medical treatment for heroin requires expertise,1
fentanyl addiction is a serious problem,1
My knitting hobby has become my passion,0
My garden has beautiful lake,0
I'm in recovery from xanax,1
My friend has been struggling with tramadol use,1
mescaline addiction is a serious problem,1
I watched a great comedy film at the cinema,0
I had a productive day at the office,0
My the mall colleagues are very friendly,0
The sunset was beautiful at the beach,0
Treatment for heroin dependency requires professional help,1
I had a productive day at the mall,0
spice can be highly addictive and dangerous,1
xanax abuse has serious health consequences,1
I baked cookies from scratch today,0
My garden has beautiful mountain,0
weed can be highly addictive and dangerous,1
Cooking rice is my weekend ritual,0
I'm planning a trip to the river,0
The vacation at the waterfall was wonderful,0
I've been sober from opium for 30 years,1
Getting clean from methadone changed my life,1
Long-term benzos use causes serious damage,1
My the library colleagues are very friendly,0
Withdrawing from mescaline is very difficult,1
The side effects of heroin are severe,1
My garden has beautiful volcano,0
The park was crowded with people climbing,0
Cooking beans is my weekend ritual,0
My badminton team won the game yesterday,0
I practiced music for three hours,0
I love the smell of fresh bread,0
I love eating salad on weekends,0
I never want to use gbl again,1
Overdosing on methcathinone can be fatal,1
The side effects of ecstasy are severe,1
heroin is commonly misused for medical reasons,1
The doctor prescribed oxycodone for my inflammation,1
My friend has been struggling with hydrocodone use,1
My garden has beautiful valley,0
Long-term codeine use causes serious damage,1
Cooking nuts is my weekend ritual,0
I practiced dancing for three hours,0
My family supported my marijuana recovery,1
I love the smell of fresh pizza,0
The rugby match was exciting,0
I'm planning a trip to the river,0
I discovered a new drawing I really enjoy,0
My family loves honey for dinner,0
The side effects of synthetic cannabis are severe,1
I went soccer with my friends yesterday,0
bath salts is commonly misused for stress relief,1
My home colleagues are very friendly,0
Withdrawing from hydrocodone is very difficult,1
I'm in recovery from cocaine,1
I love the smell of fresh fruit,0
I spent the afternoon gardening,0
I'm in recovery from mdma,1
My the mall colleagues are very friendly,0
The side effects of cocaine are severe,1
The doctor prescribed percocet for my fever,1
My family loves honey for dinner,0
My hockey team won the game yesterday,0
weed withdrawal symptoms include headaches,1
Cooking yogurt is my weekend ritual,0
Seeking help for heroin addiction was the best decision,1
Overdosing on meth can be fatal,1
Staying clean from benzos is challenging,1
The bread I made tasted delicious,0
Mixing morphine with alcohol is deadly,1
Street weed is often contaminated,1
My volleyball team won the game yesterday,0
My family loves pasta for dinner,0
My work colleagues are very friendly,0
The side effects of gbl are severe,1
Treatment for crack dependency requires professional help,1
The dangers of opium are well-documented,1
My friend has been struggling with opium use,1
I'm planning a trip to the waterfall,0
Getting clean from ghb changed my life,1
I went golf with my friends yesterday,0
The fantasy movie was amazing last night,0
Rehab helped me quit meth,1
I watched a great animated film at the cinema,0
I took methcathinone yesterday for anxiety relief,1
The windy weather ruined my camping,0
I've been sober from methcathinone for 30 years,1
The action movie was amazing last night,0
I watched a great fantasy film at the cinema,0
Watching horror movies relaxes me,0
I had a productive day at the gym,0
opioids is commonly misused for peer pressure,1
Cooking rice is my weekend ritual,0
The dangers of hydrocodone are well-documented,1
Cooking cake is my weekend ritual,0
I watched a great drama film at the cinema,0
Reading historical books is my favorite activity,0
Withdrawing from gbl is very difficult,1
People with mescaline addiction need support,1
The vacation at the volcano was wonderful,0
The bread I made tasted delicious,0
Staying clean from crack is challenging,1
I spent the afternoon dancing,0
Synthetic kratom is extremely dangerous,1
The bread dessert was perfectly made,0
I practiced knitting for three hours,0
I had a productive day at the gym,0
spice withdrawal symptoms include muscle aches,1
Reading adventure books is my favorite activity,0
I discovered a new drawing I really enjoy,0
Recovery from cocaine takes time and commitment,1
Watching sci-fi movies relaxes me,0
Street tramadol is often contaminated,1
I spent the afternoon painting,0
synthetic cannabis abuse has serious health consequences,1
I never want to use ketamine again,1
My the gym colleagues are very friendly,0
I took synthetic cannabis yesterday for sleep,1
My garden has beautiful waterfall,0
I'm planning a trip to the beach,0
My marijuana habit cost me everything,1
I took mdma yesterday for self-medication,1
I've been sober from bath salts for 3 months,1
opioids is commonly misused for social purposes,1
Overdosing on methadone can be fatal,1
My cricket team won the game yesterday,0
The sunset was beautiful at the lake,0
I'm in recovery from dilaudid,1
I watched a great romance film at the cinema,0
Overdosing on cannabis can be fatal,1
Long-term marijuana use causes serious damage,1
The effects of vicodin wear off quickly,1
I'm planning a trip to the waterfall,0
My football team won the game yesterday,0
Overdosing on bath salts can be fatal,1
I practiced drawing for three hours,0
The side effects of khat are severe,1
Withdrawing from cannabis is very difficult,1
My family loves pizza for dinner,0
Cooking cheese is my weekend ritual,0
I baked steak from scratch today,0
benzos addiction is a serious problem,1
Medical treatment for methadone requires expertise,1
